0, 0, 0
1610612737, 0, 0
1610612738, 0, 0
1610612739, 0, 0
1610612740, 0, 0
1610612741, 0, 0
1610612742, 0, 0
1610612743, 0, 0
1610612744, 0, 0
1610612745, 0, 0
1610612746, 0, 0
1610612747, 0, 0
1610612748, 0, 0
1610612749, 0, 0
1610612750, 0, 0
1610612751, 0, 0
1610612752, 0, 0
1610612753, 0, 0
1610612754, 0, 0
1610612755, 0, 0
1610612756, 0, 0
1610612757, 0, 0
1610612758, 0, 0
1610612759, 0, 0
1610612760, 0, 0
1610612761, 0, 0
1610612762, 0, 0
1610612763, 0, 0
1610612764, 0, 0
1610612765, 0, 0
1610612766, 0, 0
1626143, 36, 0.972972972973
1626144, 111, 0.491150442478
1626145, 97, 0.697841726619
34, 0, 0
35, 0, 0
1626148, 1, 0
1626149, 85, 0.965909090909
1626150, 103, 0.559782608696
1626151, 14, 0.297872340426
40, 0, 0
1626153, 87, 0.595890410959
200746, 405, 0.744485294118
1626155, 25, 0.308641975309
1626156, 197, 0.611801242236
1626157, 339, 0.873711340206
1626158, 31, 0.476923076923
1626159, 95, 0.51912568306
200752, 151, 0.648068669528
1626161, 131, 0.598173515982
1626162, 184, 0.502732240437
200755, 352, 0.803652968037
1626164, 331, 0.676891615542
200757, 57, 0.647727272727
54, 0, 0
1626167, 191, 0.749019607843
1626168, 139, 0.674757281553
1626169, 125, 0.462962962963
58, 0, 0
1626171, 238, 0.793333333333
1626172, 23, 0.638888888889
200765, 92, 0.550898203593
1626175, 10, 0.416666666667
200768, 289, 0.628260869565
1626177, 9, 1.125
1626178, 153, 0.668122270742
1626179, 231, 0.604712041885
68, 0, 0
1626181, 80, 0.479041916168
70, 0, 0
1628513, 1, 0
208, 0, 0
1626185, 101, 0.594117647059
74, 0, 0
1626188, 95, 0.87962962963
77, 0, 0
200782, 130, 0.550847457627
1626191, 7, 0.388888888889
1626192, 103, 0.562841530055
696, 0, 0
1626195, 24, 0.631578947368
1626196, 268, 0.685421994885
480, 0, 0
86, 0, 0
1626199, 4, 0.444444444444
355, 0, 0
89, 0, 0
200794, 118, 0.666666666667
1626203, 65, 0.70652173913
1626204, 58, 0.56862745098
2746, 0, 0.0
357, 0, 0
546, 0, 0
1626209, 161, 0.598513011152
1626210, 4, 0.5
99, 0, 0
358, 0, 0
102, 0, 0
17, 0, 0
104, 0, 0
105, 0, 0
359, 0, 0
1626220, 62, 0.563636363636
18, 0, 0
110, 0, 0
111, 0, 0
1626224, 53, 0.679487179487
113, 0, 0
114, 0, 0
19, 0, 0
117, 0, 0
118, 0, 0
361, 0, 0
2168, 0, 0
20, 0, 0
200826, 217, 0.657575757576
124, 0, 0
362, 0, 0
686, 0, 0
128, 0, 0
129, 0, 0
130, 0, 0
131, 0, 0
132, 0, 0
1626245, 25, 0.555555555556
1626246, 28, 0.571428571429
705, 0, 0
136, 0, 0
137, 0, 0
138, 0, 0
23, 0, 0
140, 0, 0
2754, 7, 0.368421052632
142, 0, 0
143, 0, 0
144, 0, 0
1626257, 15, 0.9375
202898, 0, 0
1626259, 8, 0.615384615385
148, 0, 0
149, 0, 0
150, 0, 0
2199, 3, 1.0
2200, 159, 0.616279069767
153, 0, 0
154, 0, 0
367, 0, 0
156, 0, 0
157, 0, 0
1626166, 61, 0.586538461538
2207, 136, 0.653846153846
160, 0, 0
161, 0, 0
2210, 7, 0.777777777778
202779, 45, 0.6
164, 0, 0
165, 0, 0
166, 0, 0
369, 0, 0
2216, 232, 0.716049382716
28, 0, 0
170, 0, 0
171, 0, 0
172, 0, 0
173, 0, 0
174, 0, 0
175, 0, 0
2225, 91, 0.614864864865
178, 0, 0
179, 0, 0
180, 0, 0
202933, 6, 0.857142857143
182, 0, 0
183, 0, 0
184, 0, 0
372, 0, 0
186, 0, 0
187, 0, 0
188, 0, 0
1627850, 0, 0
190, 0, 0
191, 0, 0
192, 0, 0
193, 0, 0
195, 0, 0
196, 0, 0
197, 0, 0
199, 0, 0
200, 0, 0
202, 0, 0
203, 0, 0
204, 0, 0
1628365, 17, 0.485714285714
1628366, 122, 0.451851851852
207, 0, 0
1628368, 193, 0.546742209632
1628369, 214, 0.727891156463
1628370, 122, 0.488
1626147, 45, 0.535714285714
1628372, 202, 0.446902654867
1628373, 125, 0.461254612546
1628374, 226, 0.575063613232
1628537, 7, 0.7
216, 0, 0
689, 0, 0
1628378, 342, 0.596858638743
1628379, 168, 0.770642201835
1628380, 72, 0.517985611511
1628381, 58, 0.563106796117
1628382, 123, 0.594202898551
1628383, 1, 0
1628384, 80, 0.571428571429
1628386, 47, 0.734375
227, 0, 0
1628388, 34, 0.653846153846
1628389, 29, 0.371794871795
1628390, 49, 0.550561797753
1628391, 4, 0.666666666667
232, 0, 0
1628393, 55, 0.482456140351
234, 0, 0
1628395, 24, 0.96
1628396, 1, 0.166666666667
1628397, 38, 0.883720930233
1628398, 297, 0.662946428571
239, 0, 0
1628400, 49, 0.494949494949
1628401, 11, 0.846153846154
1628403, 11, 0.5
1628404, 91, 0.610738255034
1628405, 17, 0.772727272727
246, 0, 0
1628407, 48, 0.461538461538
248, 0, 0
2772, 177, 0.556603773585
1628410, 0, 0
1628411, 34, 0.409638554217
1628412, 89, 0.58940397351
253, 0, 0
1628414, 48, 0.657534246575
1628415, 190, 0.577507598784
1628416, 103, 0.525510204082
257, 0, 0
1628418, 3, 0.25
259, 0, 0
438, 0, 0
261, 0, 0
1628422, 51, 0.68
263, 0, 0
1628424, 34, 0.409638554217
1628425, 52, 0.611764705882
266, 0, 0
267, 0, 0
268, 0, 0
1628429, 1, 0.111111111111
270, 0, 0
271, 0, 0
1628432, 17, 0.395348837209
273, 0, 0
274, 0, 0
275, 0, 0
