0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 0, 978, 0,0,0,0,0, 92803, 3521, 25653, 1195, 0.173119403468, 0.316387389946, 0.272989513897, 0.57489539749, 14544, 0, 0.201912772383, 0.753442340792, 0.0285860422823, 0.208269736628, 0.00970188029747, 0.118078784139, 0.0, 0.0
2049, 206, 1, 45, 0, 252, 60, 0.300970873786, 0.0, 0.2,0, 0.281746031746, 0.81746031746, 0.00396825396825, 0.178571428571, 0.0, 0.238095238095, 54, 77, 81, 0.93253968254, 0.214285714286, 0.305555555556, 0.321428571429, 102, 0, 57, 7, 1.0,0, 1.0, 1.0, 34, 131, 1.0, 0.614457831325, 0.0, 0.343373493976, 0.0421686746988, 0.204819277108, 0.789156626506, 0.487951807229
1610612738, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 65,0, 478,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0
1610612739, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 49,0, 468,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0
2052, 548, 1, 111, 14, 674, 216, 0.406934306569, 1.0, 0.387387387387, 0.857142857143, 0.413946587537, 0.813056379822, 0.00148367952522, 0.1646884273, 0.0207715133531, 0.320474777448, 61, 168, 216, 0.676557863501, 0.0905044510386, 0.249258160237, 0.320474777448, 129, 3, 40, 11, 1.0, 1.0, 1.0, 1.0, 37, 159, 1.0, 0.704918032787, 0.016393442623, 0.218579234973, 0.0601092896175, 0.20218579235, 0.868852459016, 1.18032786885
1610612741, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 47,0, 443,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0
2054, 22, 7, 36, 2, 67, 39, 0.272727272727, 0.142857142857, 0.472222222222, 1.0, 0.388059701493, 0.328358208955, 0.10447761194, 0.537313432836, 0.0298507462687, 0.582089552239, 15, 30, 104, 0.835820895522, 0.223880597015, 0.44776119403, 1.55223880597, 3, 0, 2, 0, 1.0,0, 1.0,0, 7, 51, 1.0, 0.6, 0.0, 0.4, 0.0, 1.4, 10.2, 20.8
1610612737, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 60,0, 462,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0
2056, 171, 0, 67, 4, 242, 68, 0.40350877193,0, 0.55223880597, 1.0, 0.454545454545, 0.706611570248, 0.0, 0.276859504132, 0.0165289256198, 0.280991735537, 28, 65, 184, 0.661157024793, 0.115702479339, 0.268595041322, 0.760330578512, 14, 0, 8, 1, 1.0,0, 1.0, 1.0, 7, 161, 1.0, 0.608695652174, 0.0, 0.347826086957, 0.0434782608696, 0.304347826087, 7.0, 8.0
1610612745, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 46,0, 413,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0
2058, 13, 4, 21, 0, 38, 29, 0.307692307692, 0.5, 0.619047619048,0, 0.5, 0.342105263158, 0.105263157895, 0.552631578947, 0.0, 0.763157894737, 14, 42, 87, 0.868421052632, 0.368421052632, 1.10526315789, 2.28947368421, 9, 0, 1, 0, 1.0,0, 1.0,0, 8, 100, 1.0, 0.9, 0.0, 0.1, 0.0, 0.8, 10.0, 8.7
1610612747, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 40,0, 468,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0
2060, 210, 0, 67, 2, 279, 88, 0.357142857143,0, 0.402985074627, 0.5, 0.36917562724, 0.752688172043, 0.0, 0.240143369176, 0.00716845878136, 0.31541218638, 66, 78, 184, 0.867383512545, 0.236559139785, 0.279569892473, 0.659498207885, 82, 5, 30, 9, 1.0, 1.0, 1.0, 1.0, 44, 173, 1.0, 0.650793650794, 0.0396825396825, 0.238095238095, 0.0714285714286, 0.349206349206, 1.37301587302, 1.46031746032
1610612749, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 45,0, 429,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0
1610612750, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 42,0, 480,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0
2063, 146, 4, 72, 12, 234, 113, 0.356164383562, 0.5, 0.583333333333, 0.916666666667, 0.457264957265, 0.623931623932, 0.017094017094, 0.307692307692, 0.0512820512821, 0.482905982906, 34, 98, 256, 0.688034188034, 0.145299145299, 0.418803418803, 1.09401709402, 22, 0, 19, 0, 1.0,0, 1.0,0, 12, 202, 1.0, 0.536585365854, 0.0, 0.463414634146, 0.0, 0.292682926829, 4.92682926829, 6.24390243902
