0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 0, 54144, 0,0,0,0,0, 96137, 3880, 19955, 1557, 0.15416540978, 0.351804123711, 0.294462540717, 0.589595375723, 10082, 0, 0.189090669717, 0.791062215603, 0.0319265360531, 0.164199491479, 0.0128117568646, 0.0829596228061, 0.0, 0.0
2048, 102, 29, 59, 34, 224, 145, 0.21568627451, 0.51724137931, 0.457627118644, 0.764705882353, 0.401785714286, 0.455357142857, 0.129464285714, 0.263392857143, 0.151785714286, 0.647321428571, 24, 0, 295, 0.705357142857, 0.107142857143, 0.0, 1.31696428571, 21, 0, 4, 0, 1.0,0, 1.0,0, 12, 142, 1.0, 0.84, 0.0, 0.16, 0.0, 0.48, 5.68, 11.8
1610612738, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 65,0, 432,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0
1610612739, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 74,0, 466,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0
1610612740, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 66,0, 424,0,0,0,0,0,0,0,0,0,0,0,0,0, 1,0,0,0,0,0,0,0,0
1610612741, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 109,0, 457,0,0,0,0,0,0,0,0,0,0,0,0,0, 1,0,0,0,0,0,0,0,0
1610612742, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 77,0, 379,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0
1610612743, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 46,0, 460,0,0,0,0,0,0,0,0,0,0,0,0,0, 2,0,0,0,0,0,0,0,0
1610612744, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 51,0, 471,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0
1610612745, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 85,0, 444,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0
2058, 26, 8, 41, 10, 85, 37, 0.230769230769, 0.5, 0.439024390244, 0.8, 0.423529411765, 0.305882352941, 0.0941176470588, 0.482352941176, 0.117647058824, 0.435294117647, 13, 0, 152, 0.729411764706, 0.152941176471, 0.0, 1.78823529412, 16, 0, 3, 0, 1.0,0, 1.0,0, 5, 110, 1.0, 0.842105263158, 0.0, 0.157894736842, 0.0, 0.263157894737, 5.78947368421, 8.0
1610612747, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 64,0, 501,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0
1610612748, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 65,0, 454,0,0,0,0,0,0,0,0,0,0,0,0,0, 2,0,0,0,0,0,0,0,0
1610612749, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 78,0, 401,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0
1610612750, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 42,0, 422,0,0,0,0,0,0,0,0,0,0,0,0,0, 1,0,0,0,0,0,0,0,0
2063, 8, 4, 5, 3, 20, 14, 0.25, 0.25, 0.4, 1.0, 0.4, 0.4, 0.2, 0.25, 0.15, 0.7, 4, 0, 34, 0.8, 0.2, 0.0, 1.7, 2, 0, 1, 1, 1.0,0, 1.0, 1.0, 4, 38, 1.0, 0.5, 0.0, 0.25, 0.25, 1.0, 9.5, 8.5
1610612752, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 61,0, 429,0,0,0,0,0,0,0,0,0,0,0,0,0, 5,0,0,0,0,0,0,0,0
2065, 41, 0, 15, 0, 56, 16, 0.243902439024,0, 0.533333333333,0, 0.321428571429, 0.732142857143, 0.0, 0.267857142857, 0.0, 0.285714285714, 4, 0, 22, 0.75, 0.0714285714286, 0.0, 0.392857142857, 5, 0, 4, 1, 1.0,0, 1.0, 1.0, 2, 8, 1.0, 0.5, 0.0, 0.4, 0.1, 0.2, 0.8, 2.2
1610612754, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 77,0, 421,0,0,0,0,0,0,0,0,0,0,0,0,0, 1,0,0,0,0,0,0,0,0
1610612755, 0, 0, 0, 0, 0, 0,0,0,0,0,0,0,0,0,0,0, 80,0, 458,0,0,0,0,0,0,0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0,0
